METRO_CODE,METRO_NAME,MLS_CODE,MLS_SHORT_NAME,MLS_LONG_NAME,NUM_LISTINGS
san-mateo,"San Mateo, CA",MFMLS,MetroList,"MetroList Services, Inc.",4
san-miguel-basin-co,"San Miguel Basin, CO",CO_CREN,CO_CREN,Colorado Real Estate Network,169
san-miguel-basin-co,"San Miguel Basin, CO",ML,Metrolist,"METROLIST, INC., DBA RECOLORADO",3
sanders-county-mt,"Sanders County, MT",MT_BZM,MT_BZM,Gallatin Association of Realtors,10
sanders-county-mt,"Sanders County, MT",MT_LCMLS,MT_LCMLS,Lincoln County MLS,13
sanders-county-mt,"Sanders County, MT",MT_NMAR,Montana Regional MLS,Montana Regional MLS,461
sandersville-ga,"Sandersville, GA",GA_DBR,GA_DBR,Dublin Board of REALTORS,1
sandersville-ga,"Sandersville, GA",GA_LCBOR,GA_LCBOR,Lake Country Board Of REALTORS,8
sandersville-ga,"Sandersville, GA",GA_MMLS,GA_MMLS,Milledgeville Multiple Listing Service,17
sandersville-ga,"Sandersville, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,32
sandpoint-id,"Sandpoint, ID",ID_CDAR,ID_CDAR,Coeur d'Alene Association of Realtors,1475
sandpoint-id,"Sandpoint, ID",ID_SAR,ID_SAR,Selkirk Association of Realtors,1622
sandpoint-id,"Sandpoint, ID",WA_SAR,WA_SAR,Spokane Association of REALTORS,41
sandusky-oh,"Sandusky, OH",OH_FMLS,OH_FMLS,Firelands Association of Realtors,607
sandusky-oh,"Sandusky, OH",OH_NORMLS,OH_NORMLS,"Northern Ohio Regional Multiple Listing Service, Inc.",454
sandusky-oh,"Sandusky, OH",OH_TBR,OH_TBR,Toledo Board of REALTORS,10
sanford-nc,"Sanford, NC",NC_CCAR,NCRMLS,North Carolina Regional MLS,0
sanford-nc,"Sanford, NC",NC_FRAR,NC_FRAR,Fayetteville Regional Association of Realtors,654
sanford-nc,"Sanford, NC",NC_PSPAAR,NC_PSPAAR,Pinehurst-Southern Pines Area Association of Realtors,101
sanford-nc,"Sanford, NC",NC_SAAR,NC_SAAR,Sanford Area Association of REALTORS,530
sanford-nc,"Sanford, NC",NC_TRIAD,NC_TRIAD,"Triad MLS, Inc",2
sanford-nc,"Sanford, NC",RD,RD,"Triangle MLS, Inc. of North Carolina",312
sanilac-county-mi,"Sanilac County, MI",MI_FAAR,MI_FAAR,Flint Area Association of Realtors,127
sanilac-county-mi,"Sanilac County, MI",MI_GSAR,MI_GSAR,Greater Shiawassee Association of REALTORS,374
sanilac-county-mi,"Sanilac County, MI",MI_JMLS,MI_JMLS,Jackson Association of Realtors,326
sanilac-county-mi,"Sanilac County, MI",MI_REALCOMP,MI_REALCOMP,Realcomp II LTD,253
sanilac-county-mi,"Sanilac County, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",424
santabarbara,"Santa Barbara, CA",CARETS,CARETS,"CARETS, CLAW, CRISNet MLS, i-Tech MLS, PSRMLS and/or VCRDS",124
santabarbara,"Santa Barbara, CA",CARETS_VCMLS,VCRDS (CARETS),Ventura County Regional Data Share (CARETS),28
santabarbara,"Santa Barbara, CA",CA_CCRMLS,CA_CCRMLS,Central Coast Regional Multiple Listing Service,225
santabarbara,"Santa Barbara, CA",CA_DAMLS,DAMLS,Desert Area MLS,117
santabarbara,"Santa Barbara, CA",CA_OVMLS,CA_OVMLS,Ojai Valley Multiple Listing Service,7
santabarbara,"Santa Barbara, CA",CRMLS,CRMLS (Socal),California Regional MLS (Southern California),7
santabarbara,"Santa Barbara, CA",SBAOR,SBAOR,Santa Barbara Association of Realtors,1075
santa-cruz,"Santa Cruz, CA",CABCREIS,San Francisco MLS,San Francisco Association of REALTORS,0
santa-cruz,"Santa Cruz, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),398
santa-cruz,"Santa Cruz, CA",CAREIL,MLSListings,MLSListings Inc.,715
santa-cruz,"Santa Cruz, CA",MFMLS,MetroList,"MetroList Services, Inc.",1
santa-fe-nm,"Santa Fe, NM",NM_SFAR,NM_SFAR,Santa Fe Association of REALTORS,1903
santa-fe-nm,"Santa Fe, NM",NM_SWMLS,NM_SWMLS,Southwest Multiple Listing Service,88
santa-rosa,"Santa Rosa, CA",CABAREIS,BAREIS MLS,"Bay Area Real Estate Information Services, Inc.",1473
santa-rosa,"Santa Rosa, CA",CABCREIS,San Francisco MLS,San Francisco Association of REALTORS,5
santa-rosa,"Santa Rosa, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),2
sarasota,"Sarasota/Fort Myers, FL",FL_GFMB,SW FLorida MLS,Southwest Florida MLS,504
sarasota,"Sarasota/Fort Myers, FL",FL_HAR,FL_HAR,Heartland Association of Realtors,1
sarasota,"Sarasota/Fort Myers, FL",FL_OCALA,FL_OCALA,Ocala/Marion County Association of Realtors,1
sarasota,"Sarasota/Fort Myers, FL",FL_SPACE,Brevard MLS,Brevard MLS,2
sarasota,"Sarasota/Fort Myers, FL",MFRMLS,MFRMLS,My Florida Regional MLS,18279
sarasota,"Sarasota/Fort Myers, FL",RMLS,BMLS,Beaches MLS,14
savannah,"Savannah, GA",FIRSTMLS,FMLS,First Multiple Listing Service,18
savannah,"Savannah, GA",GA_HABOR,GA_HABOR,Hinesville Area Board of Realtors,77
savannah,"Savannah, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,4395
savannah,"Savannah, GA",GA_VBR,GA_VBR,Valdosta Board of REALTORS,1
savannah,"Savannah, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,736
savannah-tn,"Savannah, TN",MS_FCBR,MS_FCBR,Four County Board of Realtors,22
savannah-tn,"Savannah, TN",NASHVILLE,RealTracs,RealTracs,0
savannah-tn,"Savannah, TN",TN_CWTAR,TN_CWTAR,Central West Tennessee Association of Realtors,0
savannah-tn,"Savannah, TN",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,740
schoolcraft-county-mi,"Schoolcraft County, MI",MI_EUPBR,MI_EUPBR,Eastern Upper Peninsula Board of REALTORSÂ®,52
schoolcraft-county-mi,"Schoolcraft County, MI",MI_FAAR,MI_FAAR,Flint Area Association of Realtors,1
schoolcraft-county-mi,"Schoolcraft County, MI",MI_GSAR,MI_GSAR,Greater Shiawassee Association of REALTORS,1
schoolcraft-county-mi,"Schoolcraft County, MI",MI_JMLS,MI_JMLS,Jackson Association of Realtors,0
schoolcraft-county-mi,"Schoolcraft County, MI",MI_NGLRMLS,MI_NGLRMLS,Northern Great Lakes REALTORS MLS,6
schoolcraft-county-mi,"Schoolcraft County, MI",MI_NMMLS,MI_NMMLS,Emmet Association of Realtors Â¿ Northern Michigan MLS,0
schoolcraft-county-mi,"Schoolcraft County, MI",MI_REALCOMP,MI_REALCOMP,Realcomp II LTD,1
schoolcraft-county-mi,"Schoolcraft County, MI",MI_REALSOURCE,MI_REALSOURCE,"MiRealSource, Inc.",4
schoolcraft-county-mi,"Schoolcraft County, MI",MI_UPAR,MI_UPAR,Upper Peninsula Association of REALTORSÂ®,369
scottsbluff-ne,"Scottsbluff, NE",NE_SBCBR,NE_SBCBR,Scotts Bluff County Board of Realtors,234
scottsbluff-ne,"Scottsbluff, NE",WY_WYMLS,WY_WYMLS,Wyoming Multiple Listing Service,0
scottsboro-al,"Scottsboro, AL",AL_NALMLS,AL_NALMLS,North Alabama MLS,462
scottsboro-al,"Scottsboro, AL",TN_CAR,TN_CAR,Greater Chattanooga Association of Realtors,63
scranton-pa,"Scranton, PA",NY_GBAR,NY_GBAR,Greater Binghamton Association of Realtors,116
scranton-pa,"Scranton, PA",PA_BSAR,PA_BSAR,Bradford Sullivan Association of Realtors,38
scranton-pa,"Scranton, PA",PA_GEBR,PA_GEBR,Greater Erie Board of Realtors,10
scranton-pa,"Scranton, PA",PA_GSBR,PA_GSBR,Greater Scranton Board of Realtors,2093
scranton-pa,"Scranton, PA",PA_GWBAR,PA_GWBAR,Greater Wilkes Barre Association of Realtors,104
scranton-pa,"Scranton, PA",PA_LVAR,PA_LVAR,Lehigh Valley Association of Realtors,0
scranton-pa,"Scranton, PA",PA_PMAR,PA_PMAR,Pocono Mountains Association of Realtors,250
scranton-pa,"Scranton, PA",PA_PWAR,PA_PWAR,Pike Wayne Board of Realtors,157
scranton-pa,"Scranton, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,0
scranton-pa,"Scranton, PA",TRENDMLS,TRENDMLS,TREND MLS.,1
searcy-ar,"Searcy, AR",AR_BBOR,AR_BBOR,Batesville Board of Realtors,3
searcy-ar,"Searcy, AR",AR_CARMLS,AR_CARMLS,Cooperative Arkansas Multiple Listing Service,954
searcy-ar,"Searcy, AR",AR_JBOR,AR_JBOR,Jonesboro Board of REALTORS,0
seattle,"Seattle, WA",NWMLS,NWMLS,Northwest Multiple Listing Service,16179
seattle,"Seattle, WA",PORTLAND,RMLS,RMLS,32
seattle,"Seattle, WA",WA_OLS,WA_OLS,Olympic Listing Service,12
sedalia-mo,"Sedalia, MO",MOKS_HL,MOKS_HL,"Heartland Multiple Listing Service, Inc.",64
sedalia-mo,"Sedalia, MO",MO_WCAR,MO_WCAR,West Central Association of Realtors,380
selmer-tn,"Selmer, TN",MS_FCBR,MS_FCBR,Four County Board of Realtors,4
selmer-tn,"Selmer, TN",MS_NEMBOR,MS_NEMBOR,Northeast Mississippi Board of Realtors,0
selmer-tn,"Selmer, TN",TN_CWTAR,TN_CWTAR,Central West Tennessee Association of Realtors,13
selmer-tn,"Selmer, TN",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,277
seminole-ok,"Seminole, OK",OK_NORES,OK_NORES,"Northeast Oklahoma Real Estate Services, Inc",10
seminole-ok,"Seminole, OK",OK_OKC,MLSOK,MLSOK,123
seminole-tx,"Seminole, TX",TX_JMLS,TX_JMLS,Jasper Area Board of Realtors,27
seminole-tx,"Seminole, TX",TX_LAR,TX_LAR,Lubbock Association of Realtors,9
seminole-tx,"Seminole, TX",TX_OBOR,TX_OBOR,Odessa Board of Realtors,18
seminole-tx,"Seminole, TX",TX_PBBOR,TX_PBBOR,Permian Basin Board of Realtors,112
sevierville-tn,"Sevierville, TN",TNVA_MLS,TNVA_MLS,Tennessee Virginia Regional MLS,7
sevierville-tn,"Sevierville, TN",TN_CAR,TN_CAR,Greater Chattanooga Association of Realtors,4
sevierville-tn,"Sevierville, TN",TN_GSMAR,TN_GSMAR,Great Smoky Mountains Association of Realtors,2638
sevierville-tn,"Sevierville, TN",TN_KAAR,TN_KAAR,Knoxville Area Association of REALTORS,1610
sevierville-tn,"Sevierville, TN",TN_LAMLS,TN_LAMLS,Lakeway Area Association of Realtors,175
sheboygan-wi,"Sheboygan, WI",WI_GNMLS,WI_GNMLS,Greater Northwoods Multiple Listing Service,0
sheboygan-wi,"Sheboygan, WI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,1023
shelby-nc,"Shelby, NC",CH,"Carolina MLS, Inc.","Carolina Multiple Listing Services, Inc.",420
shelby-nc,"Shelby, NC",NC_CVAR,NC_CVAR,Catawba Valley Association of Realtors,9
shelby-nc,"Shelby, NC",NC_WNCRMLS,NC_WNCRMLS,North Carolina Mountain MLS,20
shelbyville-il,"Shelbyville, IL",IL_CIBOR,IL_CIBOR,Central Illinois Board of Realtors MLS,100
sheridan-wy,"Sheridan, WY",WY_CCBOR,WY_CCBOR,Campbell County Board of Realtors,1
sheridan-wy,"Sheridan, WY",WY_SCBR,WY_SCBR,Sheridan County Board of Realtors,538
sheridan-wy,"Sheridan, WY",WY_WYMLS,WY_WYMLS,Wyoming Multiple Listing Service,6
sherman-county-or,"Sherman County, OR",OR_MLCOBO,OR_MLCOBO,Central Oregon Association of REALTORS,1
sherman-county-or,"Sherman County, OR",PORTLAND,RMLS,RMLS,19
shoals-area-al,"Shoals Area, AL",AL_NALMLS,AL_NALMLS,North Alabama MLS,39
shoals-area-al,"Shoals Area, AL",AL_SAAR,AL_SAAR,Shoals Area Association of REALTORS,760
shoals-area-al,"Shoals Area, AL",NASHVILLE,RealTracs,RealTracs,5
shoals-area-al,"Shoals Area, AL",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,4
show-low-az,"Show Low, AZ",ARMLS,ARMLS,"Arizona Regional Multiple Listing Service, Inc.",790
show-low-az,"Show Low, AZ",AZ_CABOR,AZ_CABOR,Central Arizona Board of Realtors,177
show-low-az,"Show Low, AZ",AZ_NAAR,AZ_NAAR,Northern Arizona Association of Realtors,52
show-low-az,"Show Low, AZ",AZ_WMAR,AZ_WMAR,White Mountain Association of Realtors,3174
show-low-az,"Show Low, AZ",TU,TAR/MLS,Tucson Association of REALTORS Multiple Listing Service,15
shreveport-la,"Shreveport, LA",LA_NWLAR,LA_NWLAR,Northwest Louisiana Association of Realtors,2982
shreveport-la,"Shreveport, LA",SOLO_4113,SOLO_4113,Latter & Blum ERA Powered,0
sidney-oh,"Sidney, OH",OH_DABR,OH_DABR,Dayton Area Board of Realtors,47
sidney-oh,"Sidney, OH",OH_WCAR,OH_WCAR,West Central Association of Realtors,6
sidney-oh,"Sidney, OH",OH_WRIST,OH_WRIST,"Western Regional Information Systems and Technology, Inc.",249
sierra-county-ca,"Sierra County, CA",CA_NCMLS,CA_NCMLS,Nevada County Association of Realtors,12
sierra-county-ca,"Sierra County, CA",CA_PLAR,CA_PLAR,Plumas Association of Realtors,46
sierra-county-ca,"Sierra County, CA",CA_TSBOR,CA_TSBOR,Tahoe Sierra Board of Realtors,54
sierra-county-ca,"Sierra County, CA",NV_NNRMLS,NV_NNRMLS,Northern Nevada Regional Multiple Listing Service,3
sierra-county-nm,"Sierra County, NM",NM_LCAR,NM_LCAR,Las Cruces Association of Realtors,27
sierra-county-nm,"Sierra County, NM",NM_RANM,NM_RANM,Realtor Association of New Mexico,329
sierra-county-nm,"Sierra County, NM",NM_SCRAR,NM_SCRAR,Silver City Regional Association of Realtors,2
sierra-county-nm,"Sierra County, NM",NM_SFAR,NM_SFAR,Santa Fe Association of REALTORS,8
sierra-county-nm,"Sierra County, NM",NM_SWMLS,NM_SWMLS,Southwest Multiple Listing Service,4
sierra-county-nm,"Sierra County, NM",TX_GEPAR,TX_GEPAR,Greater El Paso Association of Realtors,1
sigourney-ia,"Sigourney, IA",IA_DMAAR,IA_DMAAR,Des Moines Area Association of REALTORS,0
sigourney-ia,"Sigourney, IA",IA_FIMLS,SE Iowa Regional MLS,Southeast Iowa Regional MLS,27
silver-city-nm,"Silver City, NM",NM_LCAR,NM_LCAR,Las Cruces Association of Realtors,0
silver-city-nm,"Silver City, NM",NM_RANM,NM_RANM,Realtor Association of New Mexico,25
silver-city-nm,"Silver City, NM",NM_SCRAR,NM_SCRAR,Silver City Regional Association of Realtors,641
sioux-city-ia,"Sioux City, IA",IA_GSCBOR,IA_GSCBOR,Greater Sioux City Board of Realtors,718
sioux-falls-sd,"Sioux Falls, SD",SD_RASE,SD_RASE,Realtor Association of the Sioux Empire,1872
siskiyou-county-ca,"Siskiyou County, CA",CABAREIS,BAREIS MLS,"Bay Area Real Estate Information Services, Inc.",4
siskiyou-county-ca,"Siskiyou County, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),23
siskiyou-county-ca,"Siskiyou County, CA",CAMAXMLS,EBRD,"East Bay Regional Data, Inc.",2
siskiyou-county-ca,"Siskiyou County, CA",CA_SAR,CA_SAR,Shasta Association of REALTORS,17
siskiyou-county-ca,"Siskiyou County, CA",CA_SCAR,CA_SCAR,Siskiyou Association of Realtors,762
siskiyou-county-ca,"Siskiyou County, CA",CA_TCMLS,CA_TCMLS,Tulare County Multiple Listing Service,0
siskiyou-county-ca,"Siskiyou County, CA",CA_THCAR,CA_THCAR,Tehama County Association of Realtors,0
smithfield-tn,"Smithfield, TN",NASHVILLE,RealTracs,RealTracs,399
smithfield-tn,"Smithfield, TN",TN_KAAR,TN_KAAR,Knoxville Area Association of REALTORS,3
snyder-county-pa,"Snyder County, PA",PA_CPML,PA_CPML,"Central Penn Multi-List, Inc.",25
snyder-county-pa,"Snyder County, PA",PA_CSVBR,PA_CSVBR,Central Susquehanna Valley Board of Realtors,228
snyder-county-pa,"Snyder County, PA",PA_KRMLS,PA_KRMLS,"Keystone Multi-List, Inc.",10
snyder-county-pa,"Snyder County, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,1
snyder-tx,"Snyder, TX",TX_LAR,TX_LAR,Lubbock Association of Realtors,7
snyder-tx,"Snyder, TX",TX_PBBOR,TX_PBBOR,Permian Basin Board of Realtors,210
somerset-county-me,"Somerset County, ME",ME_MREIS,ME_MREIS,Maine Real Estate Information System,982
somerset-county-me,"Somerset County, ME",NH_NNEREN,NH_NNEREN,Northern New England Real Estate Network,3
somerset-ky,"Somerset, KY",KY_CKAR,KY_CKAR,Central Kentucky Association of Realtors,2
somerset-ky,"Somerset, KY",KY_LBAR,KY_LBAR,Lexington-Bluegrass Association of Realtors,204
somerset-ky,"Somerset, KY",KY_MCBR,KY_MCBR,Madison County Board of REALTORS,3
somerset-ky,"Somerset, KY",KY_MSMLS,KY_MSMLS,Greater Louisville Association of REALTORS,3
somerset-ky,"Somerset, KY",KY_SLCBR,KY_SLCBR,Somerset-Lake Cumberland Board of Realtors,936
somerset,"Somerset, PA",MRIS,MRIS,"Metropolitan Regional Information Systems, Inc.",3
somerset,"Somerset, PA",PA_AHAR,PA_AHAR,Allegheny Highlands Association of REALTORS,5
somerset,"Somerset, PA",PA_CSAR,PA_CSAR,Cambria Somerset Association of REALTORS,319
somerset,"Somerset, PA",PA_FBOR,PA_FBOR,Fayette Board of Realtors,10
somerset,"Somerset, PA",PA_WPN,PA_WPN,West Penn Multi-List,364
soperton-ga,"Soperton, GA",GA_ABBR,GA_ABBR,Altamaha Basin Board of REALTORS,13
soperton-ga,"Soperton, GA",GA_DBR,GA_DBR,Dublin Board of REALTORS,2
soperton-ga,"Soperton, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,2
south-bend-in,"South Bend, IN",IN_GNIAR,IN_GNIAR,Greater Northwest Indiana Association of REALTORSÂ®,71
south-bend-in,"South Bend, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,2807
south-bend-in,"South Bend, IN",IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,1
southlaketahoe,"South Lake Tahoe, CA",CALREDD,CRMLS (Norcal),California Regional MLS (Northern California),4
southlaketahoe,"South Lake Tahoe, CA",CA_ACAR,CA_ACAR,Amador County Association of REALTORS,1
southlaketahoe,"South Lake Tahoe, CA",CA_STAR,CA_STAR,South Lake Tahoe Board of Realtors,525
southlaketahoe,"South Lake Tahoe, CA",CA_TSBOR,CA_TSBOR,Tahoe Sierra Board of Realtors,12
southlaketahoe,"South Lake Tahoe, CA",MFMLS,MetroList,"MetroList Services, Inc.",10
southlaketahoe,"South Lake Tahoe, CA",NV_NNRMLS,NV_NNRMLS,Northern Nevada Regional Multiple Listing Service,53
southaven,"Southaven, MS",MS_MLSOJ,MS_MLSOJ,"Multiple Listing Service of Jackson, MS, Inc.",0
southaven,"Southaven, MS",MS_NCMR,MS_NCMR,North Central Mississippi REALTORS,14
southaven,"Southaven, MS",MS_NEMBOR,MS_NEMBOR,Northeast Mississippi Board of Realtors,36
southaven,"Southaven, MS",MS_NWMAR,MS_NWMAR,Northwest Mississippi Association of REALTORS,1859
southaven,"Southaven, MS",SOLO_4178,SOLO_4178,ERA Legacy,1
southaven,"Southaven, MS",TN_MAAR,TN_MAAR,Memphis Area Association of REALTORS,249
southeast-fairbanks-ak,"Southeast Fairbanks, AK",AK_AMLS,AK_AMLS,Alaska Multiple Listing Service,101
southeast-fairbanks-ak,"Southeast Fairbanks, AK",AK_GFBOR,AK_GFBOR,Greater Fairbanks Board of Realtors,95
southern-in,Southern Indiana,IN_JCBOR,IN_JCBOR,Jackson County Board of Realtors,11
southern-in,Southern Indiana,IN_LBAR,IN_LBAR,Indiana Regional MLS,124
southern-in,Southern Indiana,IN_MIBOR,IN_MIBOR,Metropolitan Indianapolis Board of Realtors,9
southern-in,Southern Indiana,IN_SIRA,IN_SIRA,Southern Indiana Realtors Association,1881
southern-in,Southern Indiana,KY_MSMLS,KY_MSMLS,Greater Louisville Association of REALTORS,80
southern-maryland,Southern Maryland,MRIS,MRIS,"Metropolitan Regional Information Systems, Inc.",2956
southwest-utah,Southwest Utah,SL,WFRMLS,Wasatch Front Regional MLS,287
southwest-utah,Southwest Utah,UT_ICBOR,UT_ICBOR,Iron County Board of Realtors,1952
southwest-utah,Southwest Utah,UT_KLS,UT_KLS,Kanab Listing Service,2
southwest-utah,Southwest Utah,UT_WCMLS,UT_WCMLS,Washington County Board of Realtors,488
southwest-va,Southwest Virginia,TNVA_MLS,TNVA_MLS,Tennessee Virginia Regional MLS,497
southwest-va,Southwest Virginia,TN_KAAR,TN_KAAR,Knoxville Area Association of REALTORS,9
southwest-va,Southwest Virginia,VA_SWVAR,VA_SWVAR,Southwest Virginia Association of REALTORS,39
southwest-wa,Southwest Washington,NWMLS,NWMLS,Northwest Multiple Listing Service,659
southwest-wa,Southwest Washington,PORTLAND,RMLS,RMLS,237
spartanburg-sc,"Spartanburg, SC",CH,"Carolina MLS, Inc.","Carolina Multiple Listing Services, Inc.",6
spartanburg-sc,"Spartanburg, SC",NC_WNCRMLS,NC_WNCRMLS,North Carolina Mountain MLS,40
spartanburg-sc,"Spartanburg, SC",SC_AAR,SC_AAR,Western Upstate Association of Realtors,21
spartanburg-sc,"Spartanburg, SC",SC_CML,SC_CML,Consolidated Multiple Listing Service,2
spartanburg-sc,"Spartanburg, SC",SC_GGAR,SC_GGAR,Greater Greenville Association of Realtors,932
spartanburg-sc,"Spartanburg, SC",SC_SMLS,SC_SMLS,Spartanburg Board of REALTORS,2301
spencer-county-in,"Spencer County, IN",IN_LBAR,IN_LBAR,Indiana Regional MLS,200
spokane-wa,"Spokane, WA",ID_CDAR,ID_CDAR,Coeur d'Alene Association of Realtors,106
spokane-wa,"Spokane, WA",ID_SAR,ID_SAR,Selkirk Association of Realtors,57
spokane-wa,"Spokane, WA",NWMLS,NWMLS,Northwest Multiple Listing Service,15
spokane-wa,"Spokane, WA",WA_SAR,WA_SAR,Spokane Association of REALTORS,2867
springfield-il,"Springfield, IL",IL_CAAR,IL_CAAR,Capital Area Association of Realtors,1230
springfield-il,"Springfield, IL",IL_LCBR,IL_LCBR,Logan County Board of REALTORS,1
springfield-il,"Springfield, IL",MO_MARIS,MO_MARIS,Mid America Regional Information System,2
springfield-ma,"Springfield, MA",MA_BCMLS,MA_BCMLS,Berkshire County Multiple Listing Service,18
springfield-ma,"Springfield, MA",MLSPIN,MLS PIN,"MLS Property Information Network, Inc.",3622
springfield-ma,"Springfield, MA",NH_NNEREN,NH_NNEREN,Northern New England Real Estate Network,5
springfield,"Springfield, MO",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,4395
springfield,"Springfield, MO",MO_MARIS,MO_MARIS,Mid America Regional Information System,20
springfield-oh,"Springfield, OH",OH_CBR,OH_CBR,Columbus and Central Ohio Regional MLS,71
springfield-oh,"Springfield, OH",OH_CINCY,OH_CINCY,"MLS of Greater Cincinnati, Inc.",1
springfield-oh,"Springfield, OH",OH_DABR,OH_DABR,Dayton Area Board of Realtors,287
springfield-oh,"Springfield, OH",OH_WRIST,OH_WRIST,"Western Regional Information Systems and Technology, Inc.",577
st-clair-county-mo,"St Clair County, MO",MOKS_HL,MOKS_HL,"Heartland Multiple Listing Service, Inc.",1
st-clair-county-mo,"St Clair County, MO",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,13
st-clair-county-mo,"St Clair County, MO",MO_WCAR,MO_WCAR,West Central Association of Realtors,106
stcloud,"St. Cloud, MN",MN_GAAAR,MN_GAAAR,Greater Alexandria Area Association of Realtors,23
stcloud,"St. Cloud, MN",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",1471
stcloud,"St. Cloud, MN",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,0
st-george,"St. George, UT",SL,WFRMLS,Wasatch Front Regional MLS,770
st-george,"St. George, UT",UT_ICBOR,UT_ICBOR,Iron County Board of Realtors,191
st-george,"St. George, UT",UT_WCMLS,UT_WCMLS,Washington County Board of Realtors,2257
st-lawrence-county-ny,"St. Lawrence County, NY",NY_ACVMLS,NY_ACVMLS,"Adirondack-Champlain Valley Multiple Listing Service, Inc.",52
st-lawrence-county-ny,"St. Lawrence County, NY",NY_GENRIS,NYSAMLS,New York State Alliance,165
st-lawrence-county-ny,"St. Lawrence County, NY",NY_WCAR,NY_WCAR,Warren County(NY) Association of REALTORS,3
st-lawrence-county-ny,"St. Lawrence County, NY",SOLO_4181,SOLO_4181,Hunt Real Estate ERA,1
stlouis,"St. Louis, MO",IL_QAR,IL_QAR,"Quincy Association of REALTORSÂ¿Â¿, Inc.",1
stlouis,"St. Louis, MO",MO_GSBOR,Southern Missouri Regional MLS,Southern Missouri Regional MLS,93
stlouis,"St. Louis, MO",MO_HMBOR,MO_HMBOR,Heart of Missouri Board of Realtors,26
stlouis,"St. Louis, MO",MO_MARIS,MO_MARIS,Mid America Regional Information System,13571
stlouis,"St. Louis, MO",MO_NECAR,MO_NECAR,Northeast Central Association of REALTORS,11
stlouis,"St. Louis, MO",MO_RCBR,MO_RCBR,Randolph County Board of Realtors,8
st-mary-parish-la,"St. Mary Parish, LA",LA_BBOR,LA_BBOR,Bayou Board of REALTORS,0
st-mary-parish-la,"St. Mary Parish, LA",LA_RAAMLS,LA_RAAMLS,RealtorÂ® Association of Acadiana,106
st-mary-parish-la,"St. Mary Parish, LA",SOLO_4113,SOLO_4113,Latter & Blum ERA Powered,0
st-marys-ga,"St. Marys, GA",FIRSTMLS,FMLS,First Multiple Listing Service,2
st-marys-ga,"St. Marys, GA",GA_GIAR,GA_GIAR,Golden Isles Association of Realtors,420
st-marys-ga,"St. Marys, GA",GA_SABOR,GA_SABOR,Savannah Multi-List Corporation,6
st-marys-ga,"St. Marys, GA",METROMLS,GAMLS,Georgia Multiple Listing Service,795
stafford-ks,"Stafford, KS",KS_HBOR,KS_HBOR,Mid-Kansas MLS/Prairie Land Realtors,6
stafford-ks,"Stafford, KS",KS_WAAR,KS_WAAR,Wichita Area Association of REALTORS,6
stanley-nd,"Stanley, ND",ND_BBOR,ND_BBOR,Badlands Board of Realtors,3
stanley-nd,"Stanley, ND",ND_BMBOR,ND_BMBOR,Bismarck-Mandan Board of Realtors,2
stanley-nd,"Stanley, ND",ND_MBR,ND_MBR,Minot Board of REALTORS,78
starke-fl,"Starke, FL",FL_GACAR,FL_GACAR,Gainesville-Alachua County Association of REALTORS,70
starke-fl,"Starke, FL",FL_NFMLS,FL_NFMLS,Lake City Board of REALTORS,7
starke-fl,"Starke, FL",FL_OCALA,FL_OCALA,Ocala/Marion County Association of Realtors,3
starke-fl,"Starke, FL",FL_SASJCBR,FL_SASJCBR,St. Augustine & St. Johns County Board of Realtors,3
starke-fl,"Starke, FL",JV,Flex MLS,"Northeast Florida MLS, Inc.",201
starke-fl,"Starke, FL",MFRMLS,MFRMLS,My Florida Regional MLS,6
state-college-pa,"State College, PA",PA_AHAR,PA_AHAR,Allegheny Highlands Association of REALTORS,12
state-college-pa,"State College, PA",PA_CCAR,PA_CCAR,Centre County Association of REALTORSÂ® MLS,558
state-college-pa,"State College, PA",PA_CJAR,PA_CJAR,Clearfield Jefferson MLS,12
state-college-pa,"State College, PA",PA_CPML,PA_CPML,"Central Penn Multi-List, Inc.",4
state-college-pa,"State College, PA",PA_WBVAR,PA_WBVAR,West Branch Valley Association of Realtors,12
