METRO_CODE,METRO_NAME,MLS_CODE,MLS_SHORT_NAME,MLS_LONG_NAME,NUM_LISTINGS
dickinson-county-mi,"Dickinson County, MI",MI_UPAR,MI_UPAR,Upper Peninsula Association of REALTORSÂ®,428
dickinson-county-mi,"Dickinson County, MI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,12
dickinson-nd,"Dickinson, ND",ND_BBOR,ND_BBOR,Badlands Board of Realtors,615
dickinson-nd,"Dickinson, ND",ND_BMBOR,ND_BMBOR,Bismarck-Mandan Board of Realtors,6
dillon-mt,"Dillon, MT",MT_BVBR,MT_BVBR,Bitterroot Valley Board of REALTORS,2
dillon-mt,"Dillon, MT",MT_BZM,MT_BZM,Gallatin Association of Realtors,691
dillon-mt,"Dillon, MT",MT_NMAR,Montana Regional MLS,Montana Regional MLS,9
dillon-sc,"Dillon, SC",SC_CCAR,SC_CCAR,The Coastal Carolinas Association of REALTORS,10
dillon-sc,"Dillon, SC",SC_RAGPD,SC_RAGPD,Realtors Association of Greater Pee Dee,187
dodge-city-ks,"Dodge City, KS",KS_DCBR,KS_DCBR,Dodge City Board of REALTORSÂ®,83
dodge-city-ks,"Dodge City, KS",KS_GCBR,KS_GCBR,Garden City Board of REALTORS,1
donalsonville-ga,"Donalsonville, GA",GA_SWGBR,GA_SWGBR,Southwest Georgia Board of Realtors,1
donalsonville-ga,"Donalsonville, GA",GA_SWGBR_CAIRO,GA_SWGBR_CAIRO,Southwest Georgia Board of REALTORs (Cairo),103
door-county-wi,"Door County, WI",NSMLS,NorthStarMLS,"Regional Multiple Listing Service of Minnesota, Inc",0
door-county-wi,"Door County, WI",WI_WIREX,WI_WIREX,Wisconsin Real Estate Exchange,1828
